z1,z2
-1.7908906,3.4006906
0.031573743,-0.5142411
-0.46457958,1.2188826
-0.01856327,-0.08716595
-1.360043,2.6919374
-0.040052712,0.43384588
-0.35659844,1.042579
0.1753944,-1.7393273
-0.0241898,0.11488029
-0.020834088,-0.027955621
-0.9309864,1.9861311
-1.1001209,2.264361
-0.9771762,2.0621142
-0.012888908,-0.13550127
-0.9513273,2.0195923
-0.02276355,0.0541721
0.39637312,-3.6216578
0.103167,-1.1240833
-0.7392404,1.6707051
0.18353409,-1.8086625
-0.92249596,1.972164
-4.5630665,7.9609747
-2.262567,4.1766076
-4.1893435,7.3461933
-0.7961699,1.7643551
-0.09037265,0.5500803
0.29923716,-2.794239
-0.021264702,-0.009624571
-0.5004374,1.2778692
0.09300956,-1.0375612
-4.9494705,8.596618
-0.024948567,0.14717364
0.07875675,-0.9161529
-3.313387,5.9052277
0.16954431,-1.6894953
-0.020797968,-0.029490322
-0.9386046,1.9986628
0.045137465,-0.6297786
0.44392097,-4.0266786
-0.027116895,0.23946768
-0.02443993,0.12552711
-1.0370376,2.1605873
-1.9091479,3.5952258
0.09323609,-1.0394902
-1.9230832,3.6181498
-0.04781401,0.45311296
-1.0779012,2.227809
0.007691115,-0.3108052
-0.020992994,-0.021189064
0.14368425,-1.4692155
-1.1501722,2.346696
-0.6138375,1.4644146
-2.1970778,4.0688763
-1.0033853,2.105229
-0.01706481,-0.09993017
0.07537818,-0.8873738
-2.0706701,3.8609333
0.10279718,-1.1209334
0.22113177,-2.1289258
-0.008267134,-0.17487007
0.34801853,-3.2097669
-1.7392856,3.3157988
-2.7909217,5.0457616
-3.9837098,7.0079217
0.25531667,-2.4201179
0.05039251,-0.67454183
-0.15275472,0.7183441
-0.023159146,0.07101086
-2.524776,4.6079464
0.48654294,-4.389738
-0.028450102,0.3343413
-0.032807916,0.3787651
0.06777653,-0.822622
0.008185178,-0.315014
-0.025421739,0.16731668
-1.7765502,3.3771005
0.005862266,-0.29522693
0.34929162,-3.2206106
0.21864405,-2.1077347
0.27896798,-2.6215835
-1.1528506,2.3511019
-2.2212906,4.108707
-0.2868297,0.93119323
-0.05772698,0.47555178
0.15747726,-1.5867065
-3.7910657,6.691018
0.26347452,-2.4896069
-0.36216092,1.0515631
-0.96449673,2.0412564
-2.271541,4.19137
-3.7070718,6.5528464
0.09149158,-1.0246301
-0.04692197,0.45104384
-2.892109,5.2122164
-2.9035392,5.23102
-0.76104105,1.7065675
0.2974316,-2.7788591
-0.59087,1.4266329
-3.3682327,5.995449
-0.559941,1.3757539
-0.6201997,1.4748807
-6.0338883,10.38321
-0.15164456,0.7153932
-0.52686745,1.3213474
0.06057951,-0.76131624
0.34124035,-3.1520295
0.16535927,-1.6538466
-0.6116348,1.4607913
-2.4824233,4.5382752
0.5176116,-4.6543856
-0.054101616,0.46769804
-0.09292209,0.55930007
-0.12567657,0.64636636
-0.026462615,0.21161795
-0.32958895,0.99895513
-1.292319,2.5805302
-1.2324566,2.4820557
-0.13310307,0.6661072
-1.2247866,2.4694386
-1.6031734,3.0918918
-0.033459514,0.38540763
-0.5805647,1.4096802
0.25725192,-2.4366026
-5.931608,10.214288
0.15682358,-1.5811385
0.19445893,-1.9017222
-4.641829,8.090541
-0.77645814,1.731929
-0.84067607,1.8375686
-3.1546483,5.6440988
-1.7482804,3.330596
-2.4914684,4.5531554
0.31770033,-2.9515114
0.11888397,-1.2579627
0.2006601,-1.9545445
0.06677964,-0.8141301
-2.532733,4.6210356
-1.1825652,2.399983
0.010221928,-0.332363
-2.7406101,4.962998
0.06466788,-0.79614174
-0.5478412,1.3558495
-0.8482249,1.8499867
0.06417152,-0.7919141
-0.0007613301,-0.23880583
-0.8172816,1.7990844
0.17333655,-1.721798
-2.4255552,4.444726
0.04103586,-0.59484076
0.035476387,-0.5474842
-0.70244014,1.610168
-0.02129677,-0.0082604885
-2.805347,5.0694914
0.1160472,-1.2337984
-0.42385352,1.1520225
-1.1785512,2.3933802
0.1464767,-1.4930018
-1.584185,3.0606556
-3.1567693,5.647588
-3.487689,6.1919575
0.03861928,-0.57425594
-2.870821,5.177198
0.31831467,-2.9567451
-4.6609006,8.121914
0.30411118,-2.8357568
-0.025940865,0.18941063
-0.22561872,0.8391038
-1.228124,2.4749284
-0.0117485225,-0.14521551
-0.1373046,0.67727554
0.15969542,-1.6056007
-0.03174573,0.36793643
-0.026453853,0.2929702
-0.8231914,1.8088062
-0.1539261,0.7214579
-0.022036314,0.023217171
-3.8306055,6.7560616
-3.0221486,5.426134
0.072036624,-0.8589102
-0.026999444,0.2581553
-0.4217512,1.1485972
-0.0903779,0.5500596
-0.020431459,-0.045091093
-1.216601,2.4559731
-1.7493702,3.3323889
-0.026552916,0.21546358
-2.1962047,4.06744
-0.009528905,-0.1641227
-3.8136659,6.7281957
0.14164294,-1.4518272
0.006137222,-0.29756862
-0.02412495,0.11211756
0.13033015,-1.3554631
0.296568,-2.7715025
0.1380431,-1.4211632
-4.122525,7.2362757
-2.8689175,5.174066
-1.4065725,2.7684793
-0.08456296,0.53423166
0.017108351,-0.39102274
-1.6319802,3.1392798
-0.026919186,0.23105276
-1.6981767,3.2481742
-1.3768665,2.7196126
-3.152749,5.640974
-2.0730553,3.8648572
-3.029964,5.4389906
-2.1906223,4.058257
0.14760458,-1.5026094
-2.131494,3.96099
0.53198177,-4.7767935
0.01118201,-0.3405413
-0.02699712,0.23436797
-1.9281615,3.6265044
0.0615786,-0.7698266
-1.2967318,2.5877895
-0.030035168,0.35049945
0.5143795,-4.626854
-0.22424346,0.8370349
0.17088805,-1.7009419
-1.581578,3.056367
-0.13502696,0.6712212
0.32221174,-2.9899406
-1.4113712,2.7763734
0.3323519,-3.0763154
0.06339052,-0.78526103
-1.2673154,2.5393991
0.04504633,-0.6290027
0.12786223,-1.3344406
0.042466104,-0.6070238
-3.5180535,6.2419076
-1.6350921,3.1443987
-0.56390667,1.3822776
-0.17871195,0.76853454
0.04218909,-0.6046641
-0.02718079,0.24658245
-2.9934692,5.378956
-0.016359359,-0.10593897
0.03973332,-0.5837456
0.027366191,-0.47840023
0.15421209,-1.5588934
0.0941093,-1.0469282
0.0028704405,-0.26974195
-0.16972676,0.7550168
-3.7207046,6.575273
-0.0043269694,-0.20843309
-0.026075214,0.19512841
-0.023497611,0.08541739
-2.8626013,5.1636753
-2.42554,4.444701
0.14748552,-1.5015954
-0.13895765,0.6816695
0.056999147,-0.7308179
-0.08238801,0.52930254
-0.080984086,0.5261208
0.119518325,-1.2633661
-1.1636357,2.368844
-0.035725564,0.4085074
-1.0435466,2.1712947
-0.9815043,2.0692344
-0.70160425,1.6087929
-0.0254924,0.17032227
-1.0803382,2.2318177
0.1968135,-1.9217786
-2.009122,3.759685
-0.42836,1.1593646
-0.993196,2.0884671
0.24337047,-2.318358
-0.026524305,0.21424529
0.14229761,-1.4574038
-3.3289638,5.930851
-0.02368036,0.09319365
0.10767268,-1.1624637
-0.042356372,0.4404533
0.15048687,-1.5271615
-1.1664135,2.3734136
0.23420855,-2.2403154
0.45078826,-4.0851746
-0.8214636,1.8059638
-1.0060862,2.1096716
0.24493027,-2.3316445
0.2756532,-2.5933475
-1.1788573,2.3938837
-0.94954574,2.0166616
-0.64043677,1.5081711
-3.0138073,5.4124126
-2.0628238,3.8480258
-2.253755,4.1621118
-1.7259034,3.293785
-0.13476562,0.6705265
-0.025005013,0.14957735
0.26857513,-2.5330553
-2.240831,4.1408515
0.13072735,-1.3588463
-0.48902088,1.2590889
-0.14748615,0.7043396
0.055372417,-0.7169616
-2.5185962,4.59778
-0.01582086,-0.1105265
-0.02688238,0.26562706
0.0109710395,-0.33874398
-0.022788018,0.055212975
0.4888677,-4.40954
-1.4354316,2.8159537
-1.1970303,2.4237785
-1.4028248,2.7623148
-1.2517047,2.513719
-1.4346433,2.8146567
0.18056439,-1.783366
0.23692487,-2.263454
-1.2858069,2.5698175
-1.870088,3.530972
0.005849421,-0.29511744
-1.244437,2.5017633
0.045173943,-0.63008964
-0.02626744,0.20331001
-3.3963757,6.041745
0.26784593,-2.5268435
0.32831734,-3.0419483
-1.3797048,2.7242818
-0.8769927,1.8973104
-0.022921264,0.06088519
-0.020960897,-0.022553742
0.05140984,-0.6832077
0.38049966,-3.486446
-0.4056514,1.1223669
-1.7940217,3.4058414
-3.091683,5.5405197
-1.6435632,3.1583338
-0.1334247,0.6669621
0.32799608,-3.0392118
-1.1671346,2.3746
-0.025425613,0.16748169
-0.119047016,0.6287441
0.1804127,-1.7820736
0.50630796,-4.5580997
-1.1967441,2.423308
-1.1042151,2.2710958
0.14529622,-1.4829466
0.057094246,-0.73162824
0.34069294,-3.1473656
0.03324303,-0.5284601
-0.8135427,1.7929338
0.034880728,-0.54241043
0.1610105,-1.6168034
0.09083709,-1.0190548
0.014579982,-0.36948532
0.15077774,-1.5296389
0.17576285,-1.7424662
0.22758886,-2.1839285
0.049015492,-0.6628123
-0.3831609,1.0857244
-0.026358694,0.299045
0.18482326,-1.8196439
-1.8356489,3.474319
-0.019165277,-0.082037985
-0.8895831,1.9180216
-0.081971645,0.5283589
0.20233923,-1.9688478
-0.026744455,0.22361359
-0.06741679,0.49653542
-3.0482144,5.4690127
0.072764516,-0.8651102
0.04823008,-0.6561223
0.41776305,-3.8038607
-0.6984911,1.6036717
-0.025612772,0.1754452
-0.024393022,0.12352988
0.27513736,-2.5889535
-0.2226342,0.8346138
-0.023197383,0.0726372
0.039078593,-0.5781684
-0.026925564,0.23132348
-1.0081656,2.1130924
-0.026623785,0.21847767
0.15247159,-1.5440671
-2.3037271,4.244316
-0.027626187,0.32594234
-1.5747534,3.0451407
0.18203256,-1.7958721
-3.4129992,6.069091
-1.259398,2.5263748
-0.017086416,-0.09974629
0.2722329,-2.5642128
-0.16177112,0.7418048
-1.2510847,2.5126991
0.34908044,-3.2188115
-3.2451067,5.792905
-4.9219346,8.55132
-0.0017958283,-0.22999394
-1.1323892,2.317443
-2.2919288,4.224908
0.06353772,-0.7865146
-0.024618268,0.13311666
-1.2709153,2.545321
-2.8705425,5.1767387
0.103491426,-1.1268468
0.049378574,-0.6659049
-0.23080373,0.84690446
0.34067577,-3.1472201
-2.4010353,4.4043903
-3.4182215,6.0776815
-1.5564113,3.0149674
-0.14414853,0.6954677
-0.024636894,0.13390878
-0.5498751,1.3591954
-0.020250916,-0.052773267
-2.8062983,5.071056
0.24258818,-2.3116941
-0.19496053,0.79297996
0.16310248,-1.6346227
-0.02062738,-0.036752075
0.0022796094,-0.26470888
0.0297952,-0.49909133
7.7456236e-05,-0.245951
0.04755777,-0.6503953
0.21468335,-2.073997
-0.026525676,0.21430302
0.06369528,-0.7878571
-0.21092874,0.8170034
0.24170001,-2.3041291
-1.5217582,2.957962
0.32954994,-3.0524487
-0.13947642,0.6830486
-3.2066054,5.729569
-0.028695583,0.33684364
-1.5321642,2.9750805
0.09574577,-1.0608678
-1.4686733,2.8706365
-1.007607,2.112173
-4.231218,7.415077
-1.0212817,2.1346688
-5.424616,9.378242
-3.5486026,6.292161
0.07621235,-0.8944792
0.082392946,-0.94712675
-0.00533998,-0.19980419
-2.1707516,4.025569
-0.14597794,0.7003305
-0.10801223,0.59941185
-2.5982008,4.7287316
0.25710714,-2.4353695
0.104685664,-1.1370194
-0.5045996,1.2847162
-0.083786845,0.53247285
-0.02604717,0.19393474
-4.57113,7.9742403
-0.56314456,1.3810239
-1.5342473,2.978507
-2.248125,4.1528506
-0.6389083,1.5056567
0.32875782,-3.0457
0.047100097,-0.64649665
-1.2867733,2.5714078
0.030480742,-0.50493044
0.23177578,-2.2195926
0.11619492,-1.2350569
-0.053891778,0.46721143
-1.4559716,2.8497424
0.06107056,-0.7654993
-0.013124257,-0.13349634
0.109027,-1.1739994
0.045719326,-0.6347352
0.146609,-1.4941288
-1.206496,2.4393497
0.2118206,-2.0496113
-0.026482195,0.21245116
0.39633894,-3.6213675
-1.5503358,3.004973
0.31373012,-2.9176922
-0.026469588,0.21191674
-1.4659802,2.8662062
-1.0918118,2.250692
-0.7265631,1.6498505
-0.005654484,-0.19712543
0.018368721,-0.40175837
-1.2924039,2.5806699
-0.1258741,0.6468914
0.41265377,-3.7603397
0.31167996,-2.9002285
-0.0026943684,-0.22233963
-0.07547122,0.51399904
-0.030470043,0.3549325
0.040447205,-0.58982676
-2.2954125,4.230639
-0.5859234,1.4184955
-3.7377305,6.603281
-0.011727333,-0.14539593
0.048646867,-0.6596723
-1.0902499,2.2481227
0.27429345,-2.5817647
-2.748735,4.976363
-3.2816472,5.853015
-0.02539888,0.16634175
0.14601149,-1.4890388
0.3010608,-2.8097734
-1.035973,2.158836
0.15370089,-1.5545386
-0.13805673,0.67927474
-0.39576674,1.1062623
0.106218964,-1.1500804
0.049895108,-0.6703053
-3.531828,6.264567
0.25056803,-2.3796678
0.22708552,-2.1796403
-1.4082347,2.771214
-0.012559861,-0.138304
0.01135546,-0.34201849
-0.023937583,0.10414308
-1.2401534,2.4947171
-1.5111071,2.9404411
-0.12690648,0.6496358
0.17659876,-1.7495868
0.023424357,-0.4448228
-0.8388299,1.8345319
0.07895967,-0.9178815
-6.371704,10.941133
0.1707645,-1.6998888
-3.8965921,6.8646116
-0.82057536,1.8045028
-2.5117793,4.586567
-2.9026523,5.2295604
0.173701,-1.7249027
-1.0556649,2.1912298
-0.02047491,-0.0432404
-0.14529726,0.6985212
0.0072190166,-0.30678385
-0.045137733,0.44690508
-2.8765454,5.186614
0.13363554,-1.3836182
-1.1138574,2.2869573
-3.4875836,6.191784
-0.96725297,2.0457902
0.25646475,-2.4298968
0.098077714,-1.0807322
-0.7897794,1.7538427
-0.791132,1.7560676
-0.72943914,1.6545817
0.39670107,-3.624452
-0.015936315,-0.10954273
-0.004223883,-0.20931107
0.14191754,-1.454166
-0.024820477,0.14172235
-0.58964336,1.424615
-0.44962567,1.1942831
-0.17274904,0.75956374
