z1,z2
-0.1369496,0.6763319
0.06823012,-0.8264856
-0.06166932,0.48408902
0.06944996,-0.8368768
-0.19194025,0.78843606
-0.044214427,0.44476324
-4.4739,7.814294
0.11417261,-1.2178305
-0.020475537,-0.043213904
0.13405982,-1.3872335
-6.477985,11.116662
0.39953196,-3.6485653
-0.3182028,0.98056495
0.16088367,-1.615723
-2.3336334,4.2935133
0.040266097,-0.5882837
-2.3638062,4.3431478
-1.4042284,2.7646236
0.3570844,-3.2869906
-0.43696797,1.1734608
-0.025682092,0.17839438
0.102909654,-1.121891
0.011757612,-0.34544396
-0.026457042,0.29277194
-0.0197303,-0.074934125
0.47623515,-4.301935
-0.15450552,0.7229981
-0.026341021,0.20644203
0.14687718,-1.4964137
0.16023688,-1.6102133
0.18008071,-1.7792468
0.04658571,-0.6421151
-2.5638957,4.6723
0.28876644,-2.7050486
-2.5713568,4.6845727
-0.022244692,0.03208843
-1.6957039,3.2441063
-0.16011709,0.73791444
-0.021190673,-0.01277554
-0.021489412,-5.9634447e-05
-0.0062010586,-0.19246912
0.2839651,-2.6641498
0.0014958382,-0.25803304
-0.5563979,1.3699255
0.12580061,-1.3168802
0.18067493,-1.7843074
-2.752849,4.9831314
0.036523044,-0.5563997
0.06178868,-0.7716162
-0.6756775,1.5661427
0.22601804,-2.1705475
-0.34318143,1.0209088
-0.029251218,0.3425078
-0.3967839,1.1079196
-0.09150213,0.55552554
-2.4595294,4.500614
-3.227322,5.763648
0.27928907,-2.6243176
-1.9027086,3.5846334
-2.2252827,4.1152744
-4.820502,8.384461
-1.4381601,2.8204417
-2.9660993,5.333932
0.2908563,-2.7228498
0.13693455,-1.4117205
-1.5480186,3.0011616
0.43947595,-3.9888148
0.13010484,-1.3535438
-0.73657787,1.6663251
-5.5932813,9.655994
0.44885135,-4.0686755
-3.114583,5.5781903
-3.685948,6.5180974
0.14003967,-1.43817
0.4850822,-4.377295
0.22810365,-2.1883125
0.02836901,-0.48694205
0.035878897,-0.5509125
0.09885533,-1.0873557
0.07585055,-0.8913973
-0.023109794,0.068911135
-0.033949494,0.39040226
-0.15878698,0.73437893
-1.6950089,3.2429633
-0.63795865,1.5040945
-3.7921648,6.6928263
-0.22904313,0.8442557
-2.2190266,4.1049824
-2.475865,4.527487
-0.027196497,0.24285415
0.22998545,-2.2043428
0.11465688,-1.2219557
-3.51867,6.242922
-2.2213426,4.1087923
0.12012397,-1.2685248
-2.2053938,4.0825567
-0.51279396,1.2981962
0.024995148,-0.4582035
-2.1738071,4.0305963
-0.033691347,0.38777083
-2.9905233,5.3741097
-1.354197,2.682321
-0.02155292,0.0026452243
-3.5689063,6.3255615
-0.0016837418,-0.23094863
-0.12181419,0.6360997
0.025588721,-0.46325952
-0.025420547,0.16726494
0.22320196,-2.1465597
-0.029328614,0.34329647
-0.970135,2.0505314
-0.029971898,0.34985477
0.023350775,-0.44419628
-0.06488857,0.49106038
-0.07351431,0.5097398
-1.578932,3.0520144
-1.4916261,2.9083943
-3.14369,5.626073
0.31704456,-2.9459248
-2.789154,5.042854
-1.5586379,3.0186305
-1.6155945,3.1123252
0.10896161,-1.1734421
-0.6698397,1.5565394
0.19486237,-1.9051582
-1.5152774,2.9473014
-0.023198485,0.07268414
-1.8767697,3.541963
0.41335487,-3.7663112
-2.6634917,4.836137
-0.021954805,0.019750208
0.0453797,-0.63184214
-0.0081784725,-0.17562544
-0.4247356,1.1534597
-0.2953223,0.94396985
-0.07015541,0.5024659
-0.33589357,1.009138
0.12575002,-1.3164488
0.4292714,-3.9018912
-1.2562041,2.521121
-3.0704293,5.505557
-0.20786834,0.81239915
0.5191574,-4.667554
-1.8060318,3.4255981
0.29015064,-2.7168388
0.29954475,-2.7968593
-1.2474861,2.5067792
0.029604316,-0.49746495
0.28754056,-2.6946063
-0.8578439,1.8658103
-0.46577442,1.220848
-1.3102285,2.609992
-2.2774649,4.201115
-1.4611996,2.8583422
-2.744658,4.969657
-0.07793006,0.51937103
-1.7307626,3.3017788
-0.025022328,0.15031368
-3.4860506,6.1892624
-0.02110523,-0.016412228
0.09401357,-1.0461125
-4.463928,7.79789
-0.017854601,-0.09320247
0.1899751,-1.8635285
-2.7127218,4.917121
0.29829615,-2.7862234
-0.0069075823,-0.18645108
-1.5856773,3.0631108
-0.15291333,0.7187659
0.027009845,-0.4753648
-0.045553505,0.44786948
0.0222449,-0.43477625
-2.067339,3.855453
-0.026959598,0.26070273
-3.1685019,5.666888
-0.25617385,0.8850727
-2.0298934,3.7938547
-1.6538366,3.1752338
0.19202615,-1.8809992
0.15677568,-1.5807307
0.03938088,-0.5807434
-2.4506798,4.4860563
-0.71776605,1.6353792
0.18642741,-1.8333086
-0.026226103,0.3075046
0.45576268,-4.1275473
-0.013165057,-0.13314897
-0.02670613,0.22198224
-0.7014799,1.6085882
-0.02750063,0.32466236
-0.3489434,1.0302151
0.06347737,-0.7860007
0.124002665,-1.3015646
-1.7665337,3.360623
-2.9842868,5.3638506
-4.1120973,7.219122
0.014754623,-0.3709728
-2.475367,4.5266676
-4.819386,8.382627
-0.014318973,-0.12331998
0.49804616,-4.487725
-0.11013687,0.60505944
0.09522158,-1.056403
-0.042587936,0.44099033
-0.23020113,0.8459978
0.11484188,-1.2235315
-0.6593982,1.539363
-0.023666501,0.092606276
-0.021475703,-0.0006444752
-1.5032166,2.9274607
0.13260688,-1.374857
-0.4011038,1.1149577
-1.6989857,3.249505
0.021698028,-0.43011796
-2.017744,3.773869
-0.082522005,0.5296063
-0.112760425,0.61203325
0.1554574,-1.569501
0.0066486597,-0.30192536
-0.12645277,0.64842975
0.09017572,-1.013422
0.22954845,-2.2006202
0.02688402,-0.47429353
-0.09600067,0.5674833
-2.9409657,5.2925863
-2.3899326,4.3861265
-0.692788,1.5942899
-1.3723872,2.712244
-0.4285881,1.1597362
-0.05676198,0.47346205
0.020038277,-0.41597986
-0.17042804,0.7560718
0.009522527,-0.32640487
-0.05142519,0.46148974
-4.4231257,7.730769
-2.1090178,3.924017
-0.32893777,0.99790335
-2.7128415,4.9173183
0.03713867,-0.56164384
0.26376665,-2.4920964
0.18780655,-1.8450557
-0.48780137,1.2570829
0.25402185,-2.4090881
-0.02641049,0.29573715
-0.76394725,1.7113484
-1.3810763,2.7265377
-0.686635,1.5841681
-0.87805426,1.8990566
-0.026987493,0.25891584
-0.026726425,0.27557904
-0.10228962,0.5842004
-0.0025447607,-0.2236141
0.18096116,-1.7867461
0.122262284,-1.28674
-3.3274837,5.9284167
-5.7150044,9.856836
0.11855316,-1.255145
-3.063898,5.494813
-0.5130893,1.298682
-2.6244397,4.7718954
-4.0356593,7.09338
0.02290392,-0.44038987
0.07590568,-0.89186704
-1.2986805,2.5909953
-5.797888,9.993593
-1.2310842,2.4797978
-0.013533652,-0.13000935
-3.314114,5.9064236
-0.027056664,0.2369028
-0.11808902,0.6261976
0.03211409,-0.51884377
-0.030569136,0.35594288
-2.184359,4.0479536
0.18240382,-1.7990345
-0.36340594,1.0535741
-0.12841317,0.65364075
-2.095467,3.9017248
-1.0011272,2.1015143
-1.9872242,3.7236629
-0.39649612,1.1074507
0.30782455,-2.8673882
-3.0751157,5.5132656
-3.6148424,6.4011273
0.24926056,-2.3685308
-0.47860157,1.241949
-1.5054103,2.9310699
0.14425999,-1.4741195
-1.3636843,2.6979275
0.33565363,-3.1044402
0.05612871,-0.72340393
-1.1008024,2.265482
0.41631526,-3.7915282
-1.3639063,2.6982927
0.07175213,-0.85648656
-0.022379577,0.037828684
0.20800956,-2.0171487
0.27125597,-2.555891
-0.07923433,0.52222055
-1.6937877,3.2409544
0.003063321,-0.27138472
-1.5247128,2.9628224
0.38127446,-3.4930463
-0.026842475,0.317953
-0.8270091,1.8150861
-0.027003378,0.23463553
-3.019783,5.422243
-2.18111,4.0426087
0.1833393,-1.8070034
-1.4782109,2.8863263
-2.3492785,4.31925
0.021732807,-0.43041438
0.17975782,-1.7764963
0.066117704,-0.8084916
0.13358214,-1.3831638
-1.7013303,3.2533622
-3.186584,5.6966333
0.25660452,-2.4310875
-0.73177254,1.6584203
-0.57130903,1.3944546
0.21445002,-2.0720093
0.026499301,-0.4710161
0.0020688474,-0.26291394
0.41818845,-3.807485
-1.4483368,2.8371825
0.116975546,-1.2417065
-0.056383103,0.47264153
-0.023618132,0.09054574
0.26321095,-2.4873629
0.014716685,-0.3706501
0.022132933,-0.4338225
0.1521978,-1.541735
-0.8261852,1.8137312
-1.8853964,3.5561543
-2.3445845,4.311528
-4.402779,7.697299
0.39169994,-3.581852
-2.4750142,4.526087
-0.50524604,1.2857797
-0.62933373,1.4899063
-0.022052199,0.023895442
0.08968179,-1.0092139
0.10057375,-1.1019936
-1.3133475,2.6151223
-0.38316905,1.0857377
-0.023053825,0.06652686
-0.5665254,1.3865854
0.28241533,-2.650948
0.010611564,-0.3356821
0.06999487,-0.8415178
0.052465796,-0.6922024
0.17678016,-1.7511319
-0.027150959,0.24091816
-2.907455,5.237461
-0.011614144,-0.14635992
-1.4658437,2.8659816
-1.1917142,2.4150333
0.033836037,-0.53351164
0.19255933,-1.8855408
-0.08926907,0.54489726
-0.02199468,0.021446258
0.30551332,-2.8477
-0.024741232,0.13834983
0.52450746,-4.713126
0.028758615,-0.49026126
-3.9436035,6.941946
0.074490294,-0.8798104
-0.01612556,-0.10793114
0.2050907,-1.9922853
0.054973602,-0.71356404
-0.31549716,0.976195
-2.7454576,4.970972
-0.4779306,1.2408452
-1.9106575,3.5977101
-1.3076433,2.605739
0.03437519,-0.5381043
0.29764658,-2.7806902
-0.012835503,-0.13595629
-2.6819944,4.8665743
-0.0006787181,-0.23950964
0.18241842,-1.7991588
-1.3729918,2.7132387
-0.3049032,0.9590843
-0.092268884,0.5575637
-1.7640966,3.3566136
0.048910856,-0.6619214
-0.27664232,0.91586673
-0.0067825913,-0.18751591
-1.9932305,3.7335439
-0.9881201,2.0801167
0.06695229,-0.81560105
-0.8437855,1.8426839
0.31153882,-2.8990269
-0.9036478,1.9411584
-0.025389522,0.16594183
0.11813226,-1.2515594
-3.1788902,5.683977
-3.943706,6.942115
-3.4185138,6.0781627
0.19847585,-1.9359393
-1.2436218,2.5004225
0.5139204,-4.6229444
-1.2712926,2.5459414
-0.027008593,0.23485705
0.26653236,-2.515654
0.37949866,-3.477919
0.39298958,-3.5928364
0.18527547,-1.8234959
0.14040285,-1.4412643
0.035336584,-0.54629314
0.080581784,-0.93169874
-1.2421201,2.497952
-1.8384703,3.47896
-0.10781586,0.59889007
-0.39017755,1.0971562
-1.0233403,2.1380553
0.060623556,-0.7616917
0.1236625,-1.2986672
-0.038886905,0.4284069
0.250809,-2.3817205
-2.5609574,4.667465
-0.44361693,1.1843985
-1.6120546,3.1065016
-4.17984,7.3305597
-0.19607538,0.79465723
-0.27832526,0.9183985
0.25955433,-2.456215
0.044657767,-0.62569267
-2.2985263,4.235761
0.3424909,-3.162682
0.18835962,-1.8497671
0.032797337,-0.5246638
-0.51692784,1.3049965
-2.1539183,3.997878
-0.8423866,1.8403825
0.1561521,-1.5754182
0.34991533,-3.2259235
0.26680833,-2.5180054
-1.1028974,2.268928
-2.511662,4.586374
-0.02620408,0.30891097
-3.9607482,6.9701495
-0.021416366,-0.0031686425
-0.337327,1.0114532
-1.051947,2.1851134
-3.5727243,6.331842
0.016120106,-0.38260484
-1.2008358,2.4300385
-2.6240015,4.7711744
-6.42454,11.028395
-0.12859422,0.654122
0.32256508,-2.99295
0.29554164,-2.7627606
-1.0319797,2.152267
-1.356083,2.6854234
0.005206406,-0.2896396
-2.2409015,4.140967
-0.022278726,0.03353697
0.07759178,-0.9062294
0.18979596,-1.8620023
-0.23286319,0.8500029
-0.4659829,1.221191
-1.9719919,3.6986055
-1.8578597,3.5108562
-0.51691616,1.3049774
-0.019483745,-0.079325676
0.1135048,-1.2121419
-1.8049248,3.4237766
0.25449967,-2.4131584
-0.6166262,1.4690022
-0.12330279,0.6400566
-1.679927,3.218153
-5.4254217,9.379567
0.10631278,-1.1508796
0.07047354,-0.8455955
-0.639416,1.5064919
-0.050143838,0.4585175
0.016689658,-0.38745612
-3.5009036,6.2136955
-1.1926877,2.416635
0.08445381,-0.9646815
-2.81244,5.0811596
-0.022610962,0.047675937
-3.0409012,5.4569826
0.0046355724,-0.2847777
-0.135589,0.6727152
-3.61835,6.4068966
0.17465356,-1.7330171
-1.6517408,3.1717863
-1.8207227,3.4497647
-0.02636239,0.2073519
0.17073326,-1.6996229
-2.2798438,4.205028
-0.05284819,0.46479058
-0.0045222044,-0.2067703
0.059824556,-0.7548856
-0.027147412,0.2487148
-0.83081985,1.821355
-1.859445,3.513464
-0.040338814,0.4351806
-2.4056234,4.4119377
-6.533884,11.208983
-0.0026369095,-0.22282928
0.11115533,-1.192129
-5.2884965,9.154322
-2.2662401,4.1826496
0.041819543,-0.60151607
0.39201364,-3.5845242
-0.08973569,0.5459548
-1.6370256,3.1475792
-0.41926408,1.1445452
0.22581586,-2.1688251
-1.4537995,2.846169
-1.7960204,3.4091287
-1.0892603,2.2464948
-2.1402702,3.9754276
-0.02989,0.34901947
0.28663537,-2.686895
-0.021419942,-0.00301674
-0.5747049,1.4000409
-0.66283035,1.545009
-3.5023437,6.2160654
0.10608506,-1.1489393
-0.18587804,0.77931565
-0.4137348,1.1355366
0.6685021,-5.939695
-0.022401363,0.038755357
-1.6901542,3.2349772
-0.9633275,2.0393329
0.17068657,-1.6992251
-0.031956047,0.3700812
-3.223363,5.7571354
0.11487897,-1.2238475
-1.5033362,2.9276576
0.34716696,-3.2025123
0.15403374,-1.5573742
-1.0101494,2.116356
0.20296365,-1.9741668
-0.04970354,0.45749605
0.09869906,-1.0860246
0.0090917945,-0.3227365
-1.9013587,3.5824122
-1.4484072,2.8372984
0.14183898,-1.453497
-0.7587868,1.702859
-0.91260874,1.9558994
-2.1442776,3.9820194
-0.0057924986,-0.1959498
0.39323822,-3.5949545
-2.3953357,4.395015
-0.086390495,0.53837353
0.23490803,-2.2462735
-0.18967652,0.78503036
0.0012128353,-0.2556221
-2.3838577,4.376133
-0.004646182,-0.20571387
-0.4289838,1.160381
0.13107005,-1.3617659
0.18016738,-1.7799846
0.52155685,-4.6879916
0.032197356,-0.5195525
-0.02131036,-0.0076823533
-0.026611894,0.21797228
-0.7998613,1.7704276
-0.020798504,-0.029468685
-0.67084867,1.5581993
-0.026935697,0.26222616
0.21187007,-2.050033
-2.2591195,4.1709366
0.16860074,-1.6814579
0.21175265,-2.0490322
-0.27057964,0.9067458
-4.7500706,8.2686
-1.3686122,2.7060342
0.20685384,-2.007304
-0.12459454,0.6434903
-2.2429485,4.1443353
-1.1384659,2.3274388
0.095740005,-1.0608189
0.024187177,-0.45132107
-0.54472935,1.3507305
-0.8303654,1.8206077
-0.88605285,1.9122144
-2.071217,3.8618336
0.28437036,-2.6676016
-0.7309699,1.6571
0.18741606,-1.84173
0.26146954,-2.4725294
0.13413307,-1.3878573
-0.97508144,2.0586681
-0.010630012,-0.15474308
-0.12573728,0.6465277
-2.0294337,3.7930984
-0.021368325,-0.005214721
-2.6443772,4.8046923
0.18023886,-1.7805933
-1.0487771,2.1798992
-0.026338577,0.20633799
-0.023025244,0.06531116
-0.58933693,1.424111
0.033916384,-0.53419566
-1.0717509,2.2176914
0.10320906,-1.1244413
-3.0172224,5.4180303
-0.029074699,0.34070837
0.3631463,-3.3386264
-2.2452474,4.148116
-1.5247791,2.9629316
0.016195059,-0.38324314
-0.027209044,0.24339044
-0.020308495,-0.05032575
0.010176361,-0.33197427
0.045609713,-0.6338013
0.16125306,-1.6188694
-0.009147584,-0.16737038
-0.54992336,1.3592747
0.054825604,-0.7123038
0.35363936,-3.2576456
-0.30160147,0.95375156
-2.1876206,4.0533195
0.16061541,-1.6134374
-0.27544862,0.9140707
-4.86356,8.455294
0.09739599,-1.074925
-1.2067038,2.4396915
-0.21260792,0.81952965
-0.021060824,-0.018301219
-0.026768595,0.22464278
0.06380436,-0.7887863
-0.9837159,2.0728722
0.015999794,-0.38157976
-0.5907702,1.4264686
0.070952356,-0.8496739
0.040897578,-0.59366274
-2.1003156,3.9097004
0.15547849,-1.5696807
-1.2081225,2.4420257
0.08781204,-0.99328744
-0.019502759,-0.07916361
0.33861762,-3.1296883
-0.51018715,1.293908
-0.7912638,1.7562846
-0.12162635,0.6356004
-0.688221,1.5867771
0.08583605,-0.9764557
-3.6209822,6.411227
-2.3644023,4.3441286
-2.3959394,4.3960075
0.12244579,-1.2883025
0.30755806,-2.865117
-0.24190605,0.8636075
-0.3870591,1.0920755
-0.048584968,0.4549014
0.17395698,-1.7270834
-2.0822568,3.879994
-0.024837375,0.14244378
0.1285058,-1.3399227
0.013075322,-0.3566686
-0.02680567,0.2262193
0.13479906,-1.3935302
-6.048023,10.406555
0.056116432,-0.723299
-1.4719157,2.8759704
-4.0996523,7.1986494
0.0155364275,-0.37763262
0.22551921,-2.1662989
-0.31309265,0.9723114
0.12307072,-1.2936262
0.28361621,-2.6611776
0.21121684,-2.0444684
0.29035702,-2.718597
0.07175994,-0.8565532
-0.045844644,0.44854486
-3.588945,6.358525
-0.5606545,1.3769276
-1.8944124,3.5709858
0.41963476,-3.8198047
-0.40322274,1.1184099
-0.02977249,0.34782183
0.025344193,-0.46117622
-0.070373446,0.50293815
0.303769,-2.8328424
-1.4017279,2.76051
-0.026602894,0.21758908
-1.6693381,3.2007341
-2.959249,5.3226633
-1.3774279,2.7205358
-0.13678998,0.6759076
-0.9699042,2.0501513
-1.5575566,3.0168514
-3.1519818,5.6397123
-0.19696987,0.79600286
-3.3717551,6.0012445
0.076124996,-0.89373523
-0.042277098,0.44026935
-3.2664084,5.8279457
-0.70168686,1.6089286
-1.6909705,3.2363195
-0.021577507,0.003688395
0.21743414,-2.097428
-4.1991277,7.3622885
-0.031570166,0.3661474
-0.36717737,1.0596834
0.054525286,-0.7097454
-0.025852948,0.18566859
-1.6905528,3.235633
-0.7236744,1.6450988
-1.7889489,3.3974962
0.15304986,-1.5489932
-0.08922991,0.54480857
0.35395795,-3.2603602
-0.1571239,0.72995806
-1.5932596,3.0755835
-3.3918428,6.034289
-4.0382485,7.097639
-3.5491228,6.2930174
-0.02367723,0.09306252
0.014933199,-0.37249428
-3.5425453,6.2821975
0.1089893,-1.1736783
-1.0899698,2.2476616
-0.02636081,0.29891065
0.28360218,-2.6610584
0.109427735,-1.1774133
-0.61083513,1.4594759
-2.0014944,3.747138
-4.8169856,8.378676
-1.617261,3.1150665
-0.4826364,1.2485863
-2.2158742,4.0997963
-0.29834616,0.94851923
-0.045122534,0.44686973
-0.51329166,1.2990148
-1.4628189,2.8610058
-0.026940763,0.26189816
-0.0013268292,-0.23398876
-2.4464054,4.4790254
0.23459443,-2.2436023
-0.22956628,0.8450428
-0.09051913,0.5495075
0.06350309,-0.78621995
-0.025045276,0.15129209
0.12313452,-1.2941698
-0.02287054,0.058723718
-1.3789203,2.722991
-0.019869804,-0.068997085
-2.565507,4.674949
-0.0329915,0.38063622
-0.13351336,0.6671978
-0.4759063,1.2375153
-0.29262066,0.9399055
-4.214039,7.386818
-1.2366241,2.4889112
-0.036445588,0.41584742
-0.026707381,0.27679396
-2.3063169,4.248577
0.19923642,-1.9424177
-1.9456207,3.6552248
0.12710813,-1.3280174
-0.004917145,-0.2034061
-1.4543872,2.8471355
0.32331,-2.9992952
-2.676978,4.8583217
0.11486079,-1.2236927
0.1346861,-1.3925682
-1.5088663,2.9367552
0.23009817,-2.2053027
-0.5695525,1.3915651
-0.022807151,0.056028664
-0.023951769,0.104747355
-0.30559903,0.9602083
0.08848171,-0.99899167
0.084264934,-0.96307236
-3.9162865,6.89701
0.20864229,-2.0225384
-3.7241244,6.5808983
0.14246841,-1.4588588
0.16539331,-1.6541369
-2.4476728,4.4811096
-0.9286132,1.982227
-2.480589,4.5352583
-0.4911028,1.2625139
-0.69906294,1.6046124
0.080898136,-0.9343935
0.21009545,-2.0349164
0.2308818,-2.211978
-1.266648,2.538301
-0.47837418,1.2415749
-3.770906,6.657855
-1.8109354,3.4336643
0.12598683,-1.3184658
0.28442085,-2.6680312
-2.7679048,5.007898
-1.334312,2.6496096
-0.12763959,0.6515844
-0.023151368,0.0706802
-1.8192736,3.447381
-0.005679995,-0.19690794
-1.0693738,2.2137809
-0.117350906,0.6242355
0.024077773,-0.45038933
-0.09938359,0.57647574
-0.98572505,2.0761771
-0.25277096,0.87995327
-0.20803863,0.8126553
-0.8374826,1.8323153
-0.5890938,1.423711
0.28029746,-2.6329083
0.027641028,-0.48074162
-0.67102474,1.558489
0.06076163,-0.7628677
-0.756652,1.6993475
0.17669512,-1.7504073
-0.018929422,-0.08404732
-0.24791253,0.87264395
7.9512596e-05,-0.24596834
-3.5195084,6.244301
-2.5276308,4.612643
-2.6776218,4.8593807
-0.026258647,0.30542868
0.31289035,-2.9105396
0.43432993,-3.944981
0.046420336,-0.64070654
0.013014525,-0.3561507
-4.033599,7.0899897
-1.2231096,2.4666796
-1.7705408,3.3672147
-1.3977039,2.7538905
-0.38550782,1.0895481
-1.0654683,2.2073565
-4.431687,7.744853
0.07316786,-0.8685462
-2.4069724,4.414157
-0.02480197,0.14093637
0.39605224,-3.6189246
-2.0644598,3.850717
-5.6622343,9.769766
-0.64986086,1.5236739
0.1591251,-1.6007428
0.36787403,-3.3788981
-2.757186,4.990265
0.012005329,-0.3475539
-1.0503255,2.182446
-0.24506223,0.8683559
0.53489417,-4.8016005
-3.367847,5.994815
-0.024217278,0.116049945
0.004943162,-0.2873975
0.15543081,-1.5692745
-0.03531617,0.40433443
-0.022026211,0.022789955
-0.885808,1.9118117
-0.023596555,0.08962768
-0.77758527,1.7337831
0.04240817,-0.6065301
-0.83658755,1.8308431
-0.017113537,-0.0995152
-0.1300987,0.6581211
0.16523392,-1.652779
-0.14914733,0.7087554
-3.9710064,6.987025
0.19831468,-1.9345654
-2.033969,3.8005586
-1.4712248,2.874834
-1.3414524,2.6613555
0.22570905,-2.1679158
-4.7809353,8.319373
0.6550239,-5.824884
0.14819248,-1.5076177
-0.025447786,0.16842443
-0.15216017,0.71676385
-0.022933811,0.061419696
0.017951667,-0.3982057
0.048164666,-0.6555652
0.026346982,-0.46971875
-0.0381338,0.4248935
-0.4518336,1.1979151
-0.34608763,1.0256027
-0.44640613,1.1889868
0.16711347,-1.6687891
0.03558725,-0.54842865
-6.5762925,11.279023
0.05076623,-0.67772543
-0.026597708,0.217368
-0.121014565,0.6339741
-0.8788173,1.9003118
0.16476215,-1.6487606
0.121768594,-1.2825345
-1.7372497,3.3124504
-0.009821147,-0.16163301
-2.1812048,4.0427656
-3.092351,5.5416183
-1.410813,2.7754555
0.1010412,-1.1059755
0.12313166,-1.2941457
0.015994847,-0.38153756
0.067613184,-0.82123053
0.016747832,-0.38795185
-1.4437883,2.8297
-0.0037659705,-0.21321213
0.0859499,-0.97742546
0.074721456,-0.8817799
0.18053922,-1.783152
0.06352496,-0.78640556
-0.020275474,-0.051730514
0.15162389,-1.5368465
-0.12773898,0.6518486
-1.9806846,3.7129054
-0.37389123,1.0706218
-1.6747696,3.209669
-1.5190464,2.9535012
-0.32996672,0.99956524
-1.7808954,3.3842483
-0.69890046,1.6043451
-4.2403164,7.430045
-0.025849044,0.18550193
-0.10387379,0.5884114
-1.8359905,3.4748812
0.051580638,-0.6846625
0.11934453,-1.261886
-3.601438,6.379077
-1.7145737,3.275148
-1.728907,3.2987266
-2.1102858,3.9261022
0.09302646,-1.0377047
-0.44398922,1.1850109
-0.6018661,1.4447216
-4.4865446,7.835095
0.045779258,-0.63524574
-2.7788692,5.025935
-0.05373794,0.46685445
-0.023263693,0.07546115
0.22235422,-2.1393383
-2.9342303,5.2815065
-6.7525415,11.570109
-0.027036905,0.23606211
0.32944548,-3.0515585
0.19272083,-1.8869165
-0.025995642,0.1917426
-1.1091214,2.2791667
0.08758438,-0.9913479
-2.1854248,4.0497074
0.007052779,-0.30536723
0.014140725,-0.365744
0.1492037,-1.5162311
0.56297016,-5.040758
-0.01338461,-0.13127851
-1.1478208,2.3428278
-0.12692392,0.6496821
-3.9621701,6.9724884
-1.562676,3.0252728
-0.92519176,1.9765986
-1.1816006,2.3983965
-0.026508361,0.28949428
-1.8478981,3.4944687
0.16401185,-1.6423688
-0.10473317,0.59069574
-0.11291647,0.6124481
-0.7434194,1.6775798
-0.026583582,0.28469312
0.09196088,-1.0286279
-1.9477543,3.6587343
-1.4809405,2.8908162
-0.68944085,1.5887839
-3.0169792,5.41763
-1.8408355,3.482851
-1.0746927,2.2225308
0.103961825,-1.1308534
-0.023861378,0.10090181
-0.026643902,0.2193363
0.09824234,-1.0821345
-0.31290948,0.9720156
-0.013859689,-0.1272319
-0.23932177,0.8597195
-0.023748398,0.096092105
-1.3126358,2.6139517
-5.4579782,9.433122
-0.30552846,0.96009433
0.23747121,-2.268107
0.116579995,-1.2383372
0.12611967,-1.3195978
0.19203532,-1.8810773
-0.038726002,0.4276564
-0.026493639,0.2129386
-1.3905665,2.7421494
-0.71701634,1.6341461
0.040995866,-0.5944999
0.18418428,-1.8142009
-0.3178606,0.9800123
-1.0165534,2.1268907
-0.10445696,0.5899615
0.037449837,-0.56429434
-3.235818,5.777624
-5.139413,8.909076
-1.2406709,2.4955683
-2.7374487,4.957798
-1.1459819,2.3398027
-0.3377512,1.0121382
-1.0233858,2.1381297
0.24470705,-2.3297434
-0.021272004,-0.00931111
-0.022331923,0.035799474
0.042562813,-0.6078476
-2.5545783,4.656972
0.14406689,-1.4724752
-0.18151385,0.7727499
0.054316014,-0.7079631
-2.404994,4.4109025
-3.481278,6.1814117
0.09020583,-1.0136781
-0.017281711,-0.09808236
-2.0257483,3.7870355
-1.953411,3.6680398
0.16508406,-1.6515025
-2.667542,4.842799
0.29101646,-2.724214
-2.0225525,3.7817788
0.046503335,-0.64141357
-0.7450359,1.6802388
0.037932098,-0.56840223
-1.2263262,2.4719706
-0.37326407,1.0696002
-0.07317269,0.509
-2.249393,4.154936
0.07144266,-0.8538506
-1.1573128,2.3584423
-0.52165335,1.31277
-2.2318869,4.1261377
-5.7337875,9.887828
-0.43773925,1.1747297
0.478475,-4.321015
0.08210176,-0.9446466
-0.121489346,0.6352362
-0.5982392,1.4387552
-0.08810285,0.5422542
0.024281085,-0.45212084
-2.648337,4.8112063
0.16237836,-1.6284547
0.06524804,-0.80108356
0.06593081,-0.8068997
-0.0021704435,-0.22680283
-0.09077963,0.54848874
0.05489561,-0.71290004
0.035162985,-0.54481477
-0.8018142,1.7736403
-1.2921846,2.5803094
-0.034464866,0.3956561
0.26821482,-2.529986
-2.7785316,5.0253797
-3.288684,5.8645897
-0.026837468,0.26849055
-0.06277332,0.4864797
-0.027065128,0.25396293
-0.024612159,0.13285491
-0.50959814,1.292939
0.25381184,-2.4072995
-3.5865731,6.3546233
-1.8614706,3.5167956
-0.23939127,0.8598242
-3.6810126,6.509979
-0.40315092,1.1182929
0.29559308,-2.763198
-0.08964509,0.5457495
-0.025146753,0.15561107
-2.8255625,5.102746
-1.3876842,2.7374082
-0.84906363,1.8513663
-0.7206842,1.6401798
0.20311637,-1.9754677
0.026855052,-0.4740463
-2.4934387,4.5563955
-0.024509221,0.12847346
0.012375921,-0.35071135
0.16866656,-1.6820186
0.2758891,-2.5953565
-2.2782187,4.2023544
-1.822074,3.4519877
-2.8197846,5.093241
-0.5337584,1.3326831
0.004618168,-0.2846293
0.13146073,-1.3650937
-0.181907,0.7733414
-0.72544694,1.6480144
-0.026492506,0.29050475
-1.8763133,3.5412126
0.39981532,-3.6509795
-3.6016645,6.379449
-0.027000934,0.23453203
0.3837626,-3.5142403
-0.0990586,0.5756118
-0.43553108,1.1710972
-0.8094183,1.7861491
-0.4135329,1.1352077
