decoded
1.5712823
-0.43318713
2.048255
4.814092
-0.74123794
-0.74118614
4.991645
2.426229
-1.4855776
1.7161232
-1.4664197
-1.4737331
0.760423
-6.0524535
-5.4566474
-1.7791529
-3.2042594
0.99615026
-2.8727462
-4.4678235
4.6327553
-0.7147407
0.21883759
-4.5071874
-1.7225189
0.35405898
-3.6412785
1.181793
-1.9004607
-0.92324287
-1.9038389
5.854598
-0.040661007
-3.3462179
2.6003907
-3.86222
0.6615032
-6.199189
-4.2017536
0.62369
2.3346827
0.54441094
-0.36572808
-0.9530074
-4.677278
-2.2775178
-1.4576297
3.3417118
1.0821258
-5.577232
1.0249441
-1.2186384
-2.141751
1.9344816
3.259158
2.94402
-2.6551054
-0.9786559
1.0459601
3.0839083
-1.516259
-0.5877045
-3.5000196
-3.7842913
2.568728
4.286996
-0.22202657
3.1723564
1.1343093
-2.0411584
1.133633
4.8615174
-0.11331202
4.945604
-8.288289
2.5983603
0.26534444
-0.9463764
0.28851008
-6.287435
-0.6954318
1.121584
4.671452
-1.6399226
-2.5579236
-1.5876902
2.8938413
1.038606
-1.6762666
1.6235789
0.30682966
3.062102
-2.2212431
-1.0370138
-1.2408619
-4.629809
0.94308805
0.8326708
0.019892529
-0.74261
-4.477525
-1.3311272
-1.0846256
-2.5382602
-0.5094506
1.2769669
5.9617553
0.55410147
0.81937927
-0.23016988
-6.069823
-0.08301309
0.20276421
7.7853923
-0.60904527
0.95897454
-0.10968657
-3.6972158
3.6125467
2.37724
2.5008018
-2.8770585
4.434119
-4.4347615
1.8560704
6.9233212
-3.1337395
-1.7918377
0.31560975
-1.5931259
-4.9054666
0.22111663
-3.3607452
1.5029187
-2.9088058
4.899117
-2.4780858
-1.0192986
2.571861
-3.893916
0.7200902
4.1318374
-5.0851927
0.5851683
0.82822436
2.471699
-3.9131682
-4.1773047
1.650983
0.9456182
0.7926151
1.0904095
-2.1515653
0.73519266
0.9341664
-2.2601435
5.8972487
1.5037001
-3.7687821
2.0762622
-3.0835896
2.4883273
3.6623924
-2.5964768
3.0454512
1.3053324
2.5988586
5.9952755
-0.77677447
-2.3847206
-2.8141987
-2.5810661
-0.23904882
1.0749063
0.88621324
2.6150491
0.045652024
4.5944695
-0.83772284
8.597345
1.9786836
-2.7118514
-3.3879123
1.5317714
-0.7074227
2.2577543
1.501766
-0.22476368
