y_true,y_pred
1.5707480695568794,1.5714374
-0.43723011079242996,-0.43124598
2.0481709947829363,2.0486572
4.816243290688553,4.8155503
-0.7404579859406406,-0.740085
-0.7404060683801993,-0.74003315
4.993909407130633,4.993141
2.4268416996376145,2.4271667
-1.484608362663367,-1.484376
1.7157255051318783,1.7163533
-1.465455417307622,-1.4652191
-1.4727667953909478,-1.4725322
0.7651518859768643,0.76592696
-6.050323375322846,-6.050953
-5.454669127382026,-5.455185
-1.7781092923100024,-1.7779322
-3.20285322535686,-3.2029452
0.9937373196335372,0.9982609
-2.871424248915771,-2.8714535
-4.466096444105707,-4.466426
4.634788359613918,4.6341734
-0.713967351224035,-0.71358955
0.2135429331158992,0.22170478
-4.505449360628233,-4.505788
-1.721489328347582,-1.7213014
0.3507680274475325,0.35002643
-3.6397612768798324,-3.6399357
1.1880614503840485,1.1868795
-1.8993863109630396,-1.8992321
-0.922416628582024,-0.92207813
-1.9027633778286197,-1.9026101
5.857417923289858,5.856282
-0.04268197226304045,-0.037635297
-3.3447756415531877,-3.3448944
2.601115400029078,2.6013663
-3.8606466008617883,-3.8608627
0.660484680505994,0.65954363
-6.1970210540444155,-6.1976786
-4.200093070978814,-4.200373
0.6225298883420674,0.62096614
2.335236368700432,2.3356006
0.5419140872684968,0.5406554
-0.36571197983317727,-0.36371845
-0.9521734899561481,-0.95184064
-4.675497060206603,-4.675866
-2.276347259008179,-2.2762642
-1.4566676948135548,-1.45643
3.342914000039541,3.3428488
1.0866164407276149,1.0926628
-5.575222497283363,-5.5757623
1.024843496435853,1.0298768
-1.2177370926872133,-1.2174543
-2.1406153192440263,-2.1405065
1.9342902634561776,1.934825
3.2603067576332125,3.260277
2.944966316040102,2.9450707
-2.653838825708788,-2.653827
-0.9778153884018844,-0.9774873
1.0475469487582107,1.0529524
3.0849445619851585,3.084989
-1.5152819876663701,-1.5150553
-0.5871052343137113,-0.58652765
-3.4985383729622277,-3.4986858
-3.78273748427574,-3.782939
2.569432256467113,2.5696964
4.288807544175638,4.2883387
-0.22771599877949866,-0.2401107
3.1734496642479835,3.1734564
1.143593523120226,1.1433103
-2.0400477881210914,-2.0399203
1.142833249782282,1.1426972
4.863698674657414,4.8629856
-0.1132918831297184,-0.10882044
4.947837678904815,4.9470897
-8.284361417998484,-8.286128
2.599083928422214,2.5993352
0.27526699927272136,0.27122176
-0.9455442646043499,-0.94521
0.29017305371792174,0.29326224
-6.2852447766875175,-6.285918
-0.6946635034755779,-0.69428194
1.1292891070568785,1.1317732
4.673511321781984,4.672879
-1.638914333177345,-1.6387107
-2.5566812588181724,-2.556651
-1.5866950897595118,-1.5864819
2.8947556668800947,2.8948808
1.0396022898323853,1.0448775
-1.6752488576187554,-1.6750524
1.623094137426334,1.6237609
0.30698616560720154,0.30916375
3.063124414196167,3.0631783
-2.2200868150204456,-2.219993
-1.036158686268939,-1.0358416
-1.239954853019704,-1.2396761
-4.628040625800684,-4.6284018
0.9364145368841799,0.9399981
0.8255292552836399,0.8272946
0.01617016970669368,0.021696568
-0.7418296512351672,-0.741457
-4.475795278441967,-4.4761267
-1.3301973070352124,-1.3299356
-1.08375845942801,-1.0834502
-2.537023485720418,-2.5369895
-0.5100302029057793,-0.50800216
1.2777209980765074,1.2797279
5.964643538322622,5.9634624
0.552063517479181,0.55030966
0.8144458469502353,0.8160293
-0.23541865631812753,-0.24715692
-6.067687349114291,-6.0683203
-0.0838442360175454,-0.079132885
0.19046464736375934,0.20430174
7.7894555038981865,7.787497
-0.6082987816157802,-0.6079009
0.9535764241447293,0.9574416
-0.10976825388380046,-0.10526818
-3.695684450293667,-3.695869
3.6139230558716013,3.6137428
2.377821031208046,2.3781667
2.5014626546137237,2.501756
-2.875735632734785,-2.8757658
4.436025111284522,4.4354944
-4.43304229875133,-4.4333673
1.855805077435934,1.856373
6.926828891089042,6.9252386
-3.1323508925460586,-3.1324294
-1.7907906593269192,-1.7906158
0.31512528562193104,0.3167603
-1.5921298134503188,-1.5919174
-4.903628326500481,-4.9040413
0.21681516354378766,0.22417225
-3.359299302229967,-3.3594208
1.4976307634224777,1.4986119
-2.907474716134975,-2.907511
4.901322943713334,4.9005938
-2.4768643886082153,-2.476819
-1.0184479378971645,-1.0181273
2.57256732265045,2.57283
-3.8923347305575198,-3.8925567
0.719291469781999,0.7193146
4.133548330518288,4.133147
-5.083308321748177,-5.083755
0.5838635261473946,0.5816658
0.8218215545139251,0.823526
2.472341001630076,2.4726467
-3.9115815997391548,-3.9118075
-4.175650448778009,-4.1759257
1.6505241528636239,1.6511791
0.9391479975777104,0.9427762
0.7921279446806665,0.7933452
1.0955654332976208,1.1017584
-2.150426985409884,-2.1503198
0.7344506780237537,0.7347223
0.9267765351227136,0.930202
-2.2589775307343865,-2.258891
5.900097055504643,5.8989425
1.4983912604516763,1.4993687
-3.767232435684399,-3.7674308
2.076204809285693,2.076679
-3.082214071535462,-3.0822835
2.4889800590772375,2.4892786
3.6638009166649628,3.6635993
-2.5952253614188083,-2.5952024
3.046462811848804,3.0465238
1.3053279037948846,1.3072062
2.5995824792650195,2.5998337
5.998186075010726,5.99699
-0.7759853573066842,-0.77561915
-2.3835230342086913,-2.38346
-2.8128916092022105,-2.81291
-2.579818639081805,-2.5797927
-0.24381701324101576,-0.25467014
1.0788172686849986,1.0847359
0.8749731334954512,0.87754905
2.6157831092921153,2.6160278
0.04111559222543007,0.046845138
4.596478340488045,4.5958796
-0.8369183913592968,-0.8365636
8.601930187385191,8.599626
1.9785338765340796,1.9790496
-2.710570191899728,-2.710569
-3.386459423060565,-3.386586
1.5257117403710068,1.526562
-0.7066513739149407,-0.706272
2.2578678118166073,2.2582648
1.4965087681400715,1.497495
-0.2303052435091829,-0.24258232
-2.677796857418638,-2.6777894
-4.7903675371921794,-4.790759
-1.4120042578526955,-1.4117582
2.7081707754842514,2.7083764
0.6770238642447491,0.67635405
-3.93937191032636,-3.9396029
0.5476461729864694,0.54610753
1.2184805419911169,1.2191032
-2.7950026252725415,-2.795018
0.48612146833856024,0.48758566
0.18407212996881656,0.19721945
-3.6143894390657785,-3.6145592
1.1314229767199901,1.1334944
1.7733563799023733,1.7739596
3.4249087511107694,3.424809
3.3324146873895697,3.332354
-4.356573065389,-4.356883
-2.9656631728701117,-2.9657102
1.6286845196927968,1.6293494
1.6247338346780456,1.6254002
1.6287237923270268,1.6293881
12.183406723524644,12.179578
1.8053143083671193,1.8059037
3.5909738555979125,3.590803
3.0168184644557914,3.0168924
2.059880002033452,2.0603611
-0.9969688892643246,-0.99664426
2.4000714107212686,2.4004078
-2.4438879111469984,-2.443837
-0.7488861896061308,-0.7485149
-1.5348543043600407,-1.5346314
0.25890876192687984,0.25591454
7.3195930763089985,7.3178344
-5.904811004142892,-5.905412
2.170145269084223,2.1705794
-5.099855371662021,-5.1003046
-1.4923795963075075,-1.4921486
3.4435641458169224,3.4434557
0.20327126838077877,0.21395913
-3.408128234608976,-3.4082596
-2.2619889400283753,-2.261903
2.1490767793568444,2.14952
-2.3096220832115275,-2.309545
0.6845021621866351,0.6839547
0.14411081126060024,0.13775277
-2.060541222591826,-2.0604172
6.779746498323518,6.7782183
2.004627962632027,2.0051327
-6.404063160442957,-6.4047585
0.5896203142373642,0.587517
-2.0927525533388818,-2.092635
2.695630891408932,2.6958413
-2.506170626365877,-2.506131
-0.36282848565799164,-0.361139
1.5969099909891167,1.597588
2.7377583096989127,2.737951
-3.795670513612853,-3.795874
-1.0577857853985455,-1.0574727
-1.5019089472860114,-1.5016797
-2.0660084369028007,-2.0658858
5.582856504090451,5.581838
1.2806646173485974,1.2826579
-3.9872651608584806,-3.987505
2.90253433028997,2.9026566
6.710847133200937,6.7093477
3.264941828340817,3.2649097
-4.804669700867168,-4.8050637
-1.531282590917294,-1.5310588
4.006324824491106,4.0059767
-2.2378473419095655,-2.2377572
1.4034802627755234,1.4049007
2.4496079619652704,2.449923
-2.9312115228007127,-2.9312525
-0.18823570368779882,-0.18437484
-10.249787300133814,-10.251486
-3.2393981535440033,-3.239497
-0.798690622820616,-0.79832864
-3.9458368810612594,-3.9460688
5.162137798629345,5.161298
-4.522504130407332,-4.5228453
-1.3915428497621334,-1.3912928
0.41343800682932413,0.40851778
4.55770632421118,4.557123
-4.540594803756053,-4.5409384
3.6782467485572585,3.678039
0.03235978025737998,0.038017973
-3.1038028804709366,-3.103876
1.4612994933489347,1.4624503
0.6294820283519027,0.62803257
-1.898052421895285,-1.897898
0.22073357399711138,0.22712702
-1.2184685795150694,-1.2181859
0.35897336492964277,0.3576848
2.093841040150126,2.094308
5.015425546347827,5.014648
-3.9143162993503235,-3.9145432
6.7452437890690815,6.74373
-6.173043639117258,-6.1736965
-0.47998661517755953,-0.47644776
1.860422359158844,1.8609883
0.8885743060274819,0.8913732
-1.9691487805262409,-1.9690073
-0.658140342888782,-0.6577519
-1.559005842113758,-1.5587871
-1.863735004575247,-1.863574
2.6866777314417942,2.686892
1.128982095601427,1.1315256
-2.1911725336090804,-2.1910734
2.844784589172826,2.8449316
0.9717664098485482,0.9759295
2.570495719201578,2.5707593
1.991061221012727,1.9915714
-2.621512403429911,-2.6214948
-1.7714479890647619,-1.7712696
2.3631498730679814,2.363502
1.93016025481129,1.9306965
-0.06609664365473589,-0.061240643
0.3710217631633737,0.36892965
4.040331157133097,4.039969
-1.870712987310327,-1.8705533
1.7300738264106357,1.7306955
-0.639389307841893,-0.6389974
-0.6883684060040117,-0.6879857
3.4746374925492294,3.4745162
2.6101956807425934,2.6104426
2.5725433482565294,2.5728064
4.128286467687399,4.127887
0.06641997917298847,0.0656839
2.1565246464115124,2.1569648
-0.9811496330683863,-0.9808223
1.0251040146524688,1.0301418
-0.4115484734530078,-0.4047243
0.30672817322294693,0.30892324
1.882051765831416,1.8826089
-2.5874409876769184,-2.587417
6.616709538320707,6.6152506
-3.181306291257598,-3.181394
-3.8396015254494804,-3.8398137
3.6622681432673527,3.662067
2.503457251507709,2.5037498
1.9736401547324063,1.974158
1.9870029668135558,1.9875152
-0.03872769618295482,-0.03364882
-2.8373674544380654,-2.8373907
0.23971506091495468,0.24144082
-2.1413733526361356,-2.1412647
3.0835993489763003,3.083645
-0.46503627228707173,-0.46064246
-2.6104513439485797,-2.6104317
-1.0163112673536734,-1.0159904
1.3058039130366474,1.3076801
-1.7826535598204192,-1.7824774
-2.6000891886345343,-2.6000676
0.7706066249696015,0.77147114
0.7746523153051628,0.77558327
-1.6030950784509448,-1.6028849
-1.4895539109403877,-1.4893224
0.7338063329495251,0.7340673
-4.579244763156627,-4.579596
-4.450791251207249,-4.4511185
-2.271920110943647,-2.2718363
-0.6749791594849455,-0.674594
0.9831760490679049,0.98752636
4.665486005650101,4.6648574
2.712157866480176,2.712361
-0.5057700403035166,-0.50366175
-0.06013452943179028,-0.055229962
-3.170276213456942,-3.1703622
-0.05854367636839384,-0.05362624
-0.9128187652717641,-0.9124783
1.0205256938788416,1.0254883
-2.615933932595521,-2.615915
1.6423178798711784,1.6429764
4.846946023458817,4.8462405
-0.34392978778171723,-0.3442319
1.270324004621251,1.2723655
2.1824269272874823,2.182856
-1.2687705350467955,-1.2684973
0.7086426490407699,0.7084913
0.03982066768015672,0.045539707
0.3088789443733756,0.31093055
-2.444471570577729,-2.4444206
0.07750797650588861,0.07743652
